Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,Premium/Income Ratio,Policy Value/Income Ratio,Policy to Death Timeline,Death to Intimation Gap,Location Risk,Location-Based Risk,Occupation Risk Score,Product Type Risk,,Fraud Category
806,51,12,11,270000,52250,4,912000,0,1,12,10,80,13,827302,3,0,1,8/23/2023,,,0,11,8,0.057291666666666664,0.29605263157894735,,,80_13,491,0.6302083333333333,0.888157895,,Misrepresentation
807,59,10,9,630000,104500,4,700000,0,0,15,10,124,31,734301,3,0,1,9/15/2023,,,0,11,8,0.1492857142857143,0.9,,,124_31,28,1.3435714285714286,2.7,,Misrepresentation
808,60,12,9,315000,52250,4,420000,0,0,15,10,262,4,821110,3,0,1,9/20/2023,,,0,11,8,0.1244047619047619,0.75,,,262_4,182,1.1196428571428572,2.25,,Misrepresentation
809,51,10,11,270000,52250,4,800000,0,1,12,10,210,6,494001,3,0,1,9/15/2023,,,0,11,8,0.0653125,0.3375,,,210_6,125,0.7184375,1.0125000000000002,,Misrepresentation
810,49,10,11,385000,52250,4,960000,0,1,15,10,104,1,516434,3,0,1,9/19/2023,,,0,11,8,0.054427083333333334,0.4010416666666667,,,104_1,6,0.5986979166666667,1.203125,,Misrepresentation
811,47,12,11,300000,53295.12,1,480000,0,1,12,10,78,7,495006,3,0,1,9/19/2023,,,0,11,8,0.1110315,0.625,,,78_7,488,1.2213465000000001,1.875,,Misrepresentation
812,53,10,11,350000,52250,4,1200000,0,1,15,10,78,7,495001,3,0,1,9/23/2023,,,0,11,8,0.043541666666666666,0.2916666666666667,,,78_7,488,0.4789583333333333,0.875,,Misrepresentation
813,49,12,11,385000,52250,4,900000,0,1,15,10,104,1,516004,3,0,1,10/3/2023,,,0,11,8,0.058055555555555555,0.42777777777777776,,,104_1,6,0.6386111111111111,1.2833333333333332,,Misrepresentation
814,60,12,9,630000,104500,4,504000,0,0,15,10,504,4,845106,3,0,1,10/11/2023,,,0,11,8,0.20734126984126985,1.25,,,504_4,453,1.8660714285714286,3.75,,Misrepresentation
815,53,10,11,350000,52250,4,650000,0,1,15,10,284,1,518422,3,0,1,10/6/2023,,,0,11,8,0.080384615,0.5384615384615384,,,284_1,206,0.8842307692307693,1.6153846153846154,,Misrepresentation
816,58,10,11,441000,73150,4,500000,3,0,15,10,407,11,124001,3,0,1,10/13/2023,,,0,11,8,0.1463,0.882,,,407_11,344,1.6093000000000002,2.646,,Misrepresentation
817,58,12,11,315000,52250,4,960000,0,0,15,10,287,22,141001,3,0,1,10/12/2023,,,0,11,8,0.054427083333333334,0.328125,,,287_22,209,0.5986979166666667,0.984375,,Misrepresentation
818,54,12,11,350000,52250,4,600000,0,1,15,10,292,24,141001,3,0,1,10/11/2023,,,0,11,8,0.087083333,0.5833333333333334,,,292_24,216,0.9579166666666666,1.75,,Misrepresentation
819,53,11,11,399000,60398.92,4,960000,0,0,15,10,180,13,829113,3,0,1,10/26/2023,,,0,11,8,0.062915542,0.415625,,,180_13,91,0.6920709583333334,1.2468750000000002,,Misrepresentation
820,56,12,11,315000,52250,4,500000,0,0,15,10,313,4,847228,3,0,1,10/26/2023,,,0,11,8,0.1045,0.63,,,313_4,240,1.1495,1.8900000000000001,,Misrepresentation
821,54,12,11,350000,52250,4,600000,0,1,15,10,203,11,125001,3,0,1,10/30/2023,,,0,11,8,0.087083333,0.5833333333333334,,,203_11,117,0.9579166666666666,1.75,,Misrepresentation
822,60,11,9,907200,150480,4,700000,0,0,15,10,349,3,781341,3,0,1,12/12/2023,,,0,11,8,0.21497142857142856,1.296,,,349_3,279,1.934742857142857,3.888,,Misrepresentation
823,56,11,11,315000,52250,4,500000,0,0,15,10,326,29,244001,3,0,1,12/19/2023,,,0,11,8,0.1045,0.63,,,326_29,254,1.1495,1.8900000000000001,,Misrepresentation
824,47,11,0,385000,52250,4,350000,0,1,15,10,15,25,305623,3,0,1,12/8/2023,,,0,11,8,0.1492857142857143,1.1,,,15_25,68,0,3.3000000000000003,,Misrepresentation
825,42,11,6,385000,52250,4,200000,0,1,15,10,268,29,209728,3,0,1,,,,0,11,8,0.26125,1.925,,,268_29,188,1.5675,5.775,,Misrepresentation
826,59,11,11,630000,104500,4,600000,0,0,15,10,327,17,400093,3,0,1,12/26/2023,,,0,11,8,0.17416666666666666,1.05,,,327_17,255,1.9158333333333333,3.1500000000000004,,Misrepresentation
827,42,11,11,385000,52250,4,700000,0,1,15,10,240,29,209728,3,0,1,,,,0,11,8,0.074642857,0.55,,,240_29,158,0.8210714285714287,1.6500000000000001,,Misrepresentation
828,52,12,11,1550000,25020.72,4,801600,0,0,5,10,219,21,768233,3,0,1,11/23/2022,,,0,11,8,0.031213473053892216,1.933632734530938,,,219_21,134,0.34334820359281437,5.800898203592814,,Misrepresentation
829,41,12,11,1000000,10785.2,4,360000,0,1,10,10,209,16,452001,3,0,1,3/6/2023,,,0,11,8,0.029958888888888893,2.7777777777777777,,,209_16,123,0.32954777777777783,8.333333333333332,,Misrepresentation
830,50,12,11,500000,5888.2,4,600000,0,0,5,10,173,3,781003,3,0,1,4/21/2023,,,0,11,8,0.009813667,0.8333333333333334,,,173_3,83,0.10795033333333333,2.5,,Misrepresentation
831,56,10,11,950000,18126.58,4,600000,0,0,5,10,29,31,713202,3,0,1,4/19/2023,,,0,11,8,0.030210967,1.5833333333333333,,,29_31,224,0.33232063333333334,4.75,,Misrepresentation
832,57,10,11,500000,39146.5,3,540000,0,0,5,10,286,29,226004,3,3,Unknown,6/12/2023,,,0,11,8,0.072493519,0.9259259259259259,,,286_29,208,0.7974287037037037,2.7777777777777777,,Misrepresentation
833,53,10,11,1067000,103595.04,4,600000,0,0,26,10,202,13,829125,3,0,1,10/13/2023,,,0,11,8,0.1726584,1.7783333333333333,,,202_13,116,1.8992423999999999,5.335,,Misrepresentation
834,59,5,0,1100000,104500,4,650000,0,0,26,10,258,1,521151,3,3,Unknown,5/13/2022,,,0,11,8,0.16076923076923078,1.6923076923076923,,,258_1,177,0,5.076923076923077,,Misrepresentation
835,59,10,2,1045000,102758.24,4,1200000,0,0,26,10,379,4,800009,3,0,1,7/6/2022,,,0,11,8,0.085631867,0.8708333333333333,,,379_4,312,0.17126373333333333,2.6125,,Misrepresentation
836,40,10,11,1100000,104500,4,700000,0,1,31,10,386,7,492001,3,0,1,6/2/2022,,,0,11,8,0.1492857142857143,1.5714285714285714,,,386_7,320,1.6421428571428573,4.714285714285714,,Misrepresentation
837,56,11,11,550000,53295.12,1,700000,0,0,23,10,252,3,783372,3,3,Unknown,6/27/2022,,,0,11,8,0.076135886,0.7857142857142857,,,252_3,171,0.8374947428571429,2.357142857142857,,Misrepresentation
838,53,12,11,550000,52250,4,500000,0,0,26,10,468,17,421306,3,0,1,7/15/2022,,,0,11,8,0.1045,1.1,,,468_17,412,1.1495,3.3000000000000003,,Misrepresentation
839,55,12,2,550000,52250,4,642000,0,0,26,10,287,24,141002,3,0,1,7/23/2022,,,0,11,8,0.081386293,0.8566978193146417,,,287_24,210,0.16277258566978192,2.5700934579439254,,Misrepresentation
840,42,11,11,2200000,209000,4,1100000,0,0,36,10,43,25,311001,3,3,Unknown,,,,0,5,8,0.19,2,,,43_25,380,2.09,6,,Misrepresentation
841,42,11,11,2200000,209000,4,1900000,0,0,36,10,91,25,312001,3,3,Unknown,,,,0,5,8,0.11,1.1578947368421053,,,91_25,503,1.21,3.473684210526316,,Misrepresentation
842,54,10,0,990000,94050,4,360000,0,1,24,10,222,9,362240,3,3,Unknown,9/22/2022,,,0,11,8,0.26125,2.75,,,222_9,138,0,8.25,,Misrepresentation
843,53,11,2,550000,52250,4,504000,0,1,26,10,486,4,844124,3,3,Unknown,10/15/2022,,,0,11,8,0.10367063492063493,1.0912698412698412,,,486_4,432,0.20734126984126985,3.2738095238095237,,Misrepresentation
844,36,12,2,550000,52250,4,1000000,0,1,26,10,250,27,507204,3,0,1,12/13/2022,,,0,11,8,0.05225,0.55,,,250_27,169,0.1045,1.6500000000000001,,Misrepresentation
845,51,10,11,1980000,188100,4,700000,0,1,31,10,91,25,312901,3,3,Unknown,11/17/2022,,,0,11,8,0.26871428571428574,2.8285714285714287,,,91_25,503,2.955857142857143,8.485714285714286,,Misrepresentation
846,55,12,11,1331000,126445,4,1000000,0,1,26,10,291,29,226021,3,0,1,12/14/2022,,,0,11,8,0.126445,1.331,,,291_29,215,1.390895,3.993,,Misrepresentation
847,50,10,0,550000,52250,4,360000,0,0,36,10,485,16,484661,3,3,Unknown,1/20/2023,,,0,11,8,0.1451388888888889,1.5277777777777777,,,485_16,431,0,4.583333333333333,,Misrepresentation
848,55,1,11,1045000,101994.03,4,960000,0,0,26,10,280,1,521185,3,0,1,2/9/2023,,,0,11,8,0.106243781,1.0885416666666667,,,280_1,202,1.1686815937500001,3.265625,,Misrepresentation
849,53,12,0,550000,52250,4,600000,0,1,26,10,130,16,455001,3,0,1,1/30/2023,,,0,11,8,0.087083333,0.9166666666666666,,,130_16,35,0,2.75,,Misrepresentation
850,59,12,11,550000,52250,4,1164000,0,0,23,10,73,9,364002,3,0,1,2/23/2023,,,0,11,8,0.044888316,0.4725085910652921,,,73_9,483,0.49377147766323026,1.4175257731958761,,Misrepresentation
851,48,12,11,550000,52250,4,750000,0,0,23,10,12,27,504231,3,0,1,2/17/2023,,,0,11,8,0.069666667,0.7333333333333333,,,12_27,34,0.7663333333333333,2.1999999999999997,,Misrepresentation
852,56,10,0,550000,52250,4,300000,0,0,23,10,340,9,396321,3,0,1,3/16/2023,,,0,11,8,0.17416666666666666,1.8333333333333333,,,340_9,270,0,5.5,,Misrepresentation
853,58,12,9,1100000,104500,4,480000,0,0,36,10,415,4,841205,3,3,Unknown,3/22/2023,,,0,11,8,0.21770833333333334,2.2916666666666665,,,415_4,353,1.959375,6.875,,Misrepresentation
854,52,11,2,550000,52250,4,500000,0,0,26,10,494,4,844114,3,3,Unknown,3/1/2023,,,0,11,8,0.1045,1.1,,,494_4,441,0.209,3.3000000000000003,,Misrepresentation
855,52,12,0,550000,52250,4,600000,0,1,26,10,186,1,522234,3,0,1,3/10/2023,,,0,11,8,0.087083333,0.9166666666666666,,,186_1,97,0,2.75,,Misrepresentation
856,51,11,11,550000,52250,4,1200000,0,1,26,10,27,25,327001,3,3,Unknown,3/18/2023,,,0,11,8,0.043541666666666666,0.4583333333333333,,,27_25,201,0.4789583333333333,1.375,,Misrepresentation
857,55,10,0,550000,52250,4,480000,0,1,36,10,2,27,504001,3,0,8,3/28/2023,,,0,11,8,0.10885416666666667,1.1458333333333333,,,2_27,225,0,3.4375,,Misrepresentation
858,54,12,2,1100000,104500,4,400000,0,1,26,10,335,4,803118,3,3,Unknown,3/25/2023,,,0,11,8,0.26125,2.75,,,335_4,264,0.5225,8.25,,Misrepresentation
859,49,12,11,550000,52250,4,780000,0,1,23,10,501,1,534447,3,0,1,3/29/2023,,,0,11,8,0.066987179,0.7051282051282052,,,501_1,450,0.7368589743589743,2.1153846153846154,,Misrepresentation
860,47,12,10,550000,52250,4,348000,0,1,26,10,337,27,508207,3,3,Unknown,3/28/2023,,,0,11,8,0.15014367816091953,1.5804597701149425,,,337_27,266,1.5014367816091954,4.741379310344827,,Misrepresentation
861,57,12,0,550000,52250,4,450000,0,0,26,10,89,29,210209,3,3,Unknown,4/12/2023,,,0,11,8,0.11611111111111111,1.2222222222222223,,,89_29,500,0,3.666666666666667,,Misrepresentation
862,53,10,2,2200000,209000,4,600000,0,1,36,10,388,9,360311,3,3,Unknown,4/17/2023,,,0,11,8,0.34833333333333333,3.6666666666666665,,,388_9,322,0.6966666666666667,11,,Misrepresentation
863,49,10,11,550000,52250,4,900000,0,1,23,10,95,1,516002,3,0,1,4/5/2023,,,0,11,8,0.058055555555555555,0.6111111111111112,,,95_1,507,0.6386111111111111,1.8333333333333335,,Misrepresentation
864,46,12,0,550000,52250,4,400000,0,1,26,10,502,27,506303,3,0,1,4/4/2023,,,0,11,8,0.130625,1.375,,,502_27,451,0,4.125,,Misrepresentation
865,56,12,11,550000,52250,4,720000,0,0,26,10,141,1,533003,3,0,1,4/17/2023,,,0,11,8,0.072569444,0.7638888888888888,,,141_1,47,0.798263889,2.2916666666666665,,Misrepresentation
866,55,12,11,550000,52250,4,624000,0,1,26,10,111,8,110086,3,0,1,4/13/2023,,,0,11,8,0.083733974,0.8814102564102564,,,111_8,14,0.9210737179487178,2.644230769230769,,Misrepresentation
867,53,10,11,550000,52250,4,800000,0,1,26,10,300,27,502032,3,3,Unknown,4/20/2023,,,0,11,8,0.0653125,0.6875,,,300_27,226,0.7184375,2.0625,,Misrepresentation
868,56,10,8,550000,52250,4,360000,0,0,26,10,369,21,752050,3,3,Unknown,4/3/2023,,,0,11,8,0.1451388888888889,1.5277777777777777,,,369_21,301,1.1611111111111112,4.583333333333333,,Misrepresentation
869,54,10,11,550000,52250,4,984000,0,1,26,10,261,1,518218,3,0,1,4/22/2023,,,0,11,8,0.053099593,0.5589430894308943,,,261_1,181,0.5840955284552846,1.6768292682926829,,Misrepresentation
870,51,12,2,550000,52250,4,480000,0,1,26,10,110,30,248001,3,3,Unknown,4/25/2023,,,0,11,8,0.10885416666666667,1.1458333333333333,,,110_30,13,0.21770833333333334,3.4375,,Misrepresentation
871,57,12,11,1100000,104500,4,840000,0,0,26,10,207,16,452001,3,0,1,4/25/2023,,,0,11,8,0.1244047619047619,1.3095238095238095,,,207_16,121,1.368452380952381,3.928571428571429,,Misrepresentation
872,47,12,11,550000,52250,4,516000,0,1,23,10,343,8,110095,3,0,1,5/2/2023,,,0,11,8,0.10125968992248062,1.065891472868217,,,343_8,273,1.113856589147287,3.1976744186046506,,Misrepresentation
873,54,9,2,550000,52250,4,360000,1,1,31,10,193,31,712123,3,3,Unknown,5/12/2023,,,0,11,8,0.1451388888888889,1.5277777777777777,,,193_31,105,0.2902777777777778,4.583333333333333,,Misrepresentation
874,49,12,0,550000,52250,4,504000,0,1,26,10,261,1,518002,3,0,1,5/8/2023,,,0,11,8,0.10367063492063493,1.0912698412698412,,,261_1,181,0,3.2738095238095237,,Misrepresentation
875,60,12,9,550000,52250,4,720000,0,0,36,10,23,21,756001,3,0,1,5/17/2023,,,0,11,8,0.072569444,0.7638888888888888,,,23_21,157,0.6531250000000001,2.2916666666666665,,Misrepresentation
876,45,12,2,1320000,127908,1,500000,0,1,36,10,214,13,831005,3,3,Unknown,5/11/2023,,,0,11,8,0.255816,2.64,,,214_13,129,0.511632,7.92,,Misrepresentation
877,52,12,11,550000,52250,4,562872,0,1,23,10,299,21,757047,3,0,1,5/11/2023,,,0,11,8,0.092827499,0.9771315681007405,,,299_21,223,1.0211024886652738,2.9313947043022215,,Misrepresentation
878,42,11,9,550000,52250,4,840000,0,0,23,10,211,25,303302,3,0,1,,,,0,11,8,0.062202381,0.6547619047619048,,,211_25,126,0.5598214285714286,1.9642857142857144,,Misrepresentation
879,50,12,11,550000,52250,4,540000,0,1,26,10,31,3,781328,3,0,1,5/22/2023,,,0,11,8,0.096759259,1.0185185185185186,,,31_3,247,1.0643518518518518,3.055555555555556,,Misrepresentation
880,54,12,0,550000,52250,4,300000,0,1,26,10,393,13,835234,3,0,1,6/16/2023,,,0,11,8,0.17416666666666666,1.8333333333333333,,,393_13,328,0,5.5,,Misrepresentation
881,60,11,10,550000,52250,4,480000,0,0,26,10,336,3,781369,3,3,Unknown,6/12/2023,,,0,11,8,0.10885416666666667,1.1458333333333333,,,336_3,265,1.0885416666666667,3.4375,,Misrepresentation
882,46,11,2,550000,52250,4,360000,0,1,26,10,170,1,522001,3,3,Unknown,6/1/2023,,,0,11,8,0.1451388888888889,1.5277777777777777,,,170_1,80,0.2902777777777778,4.583333333333333,,Misrepresentation
883,56,10,11,550000,52250,4,720000,0,0,26,10,294,27,509202,3,0,1,6/29/2023,,,0,11,8,0.072569444,0.7638888888888888,,,294_27,218,0.798263889,2.2916666666666665,,Misrepresentation
884,54,10,6,550000,52250,4,660000,0,1,26,10,429,29,261001,3,3,Unknown,7/11/2023,,,0,11,8,0.079166667,0.8333333333333334,,,429_29,368,0.475,2.5,,Misrepresentation
885,51,10,2,550000,52250,4,480000,3,1,26,10,422,3,781313,3,3,Unknown,7/18/2023,,,0,11,8,0.10885416666666667,1.1458333333333333,,,422_3,361,0.21770833333333334,3.4375,,Misrepresentation
886,57,11,2,550000,52250,4,480000,0,0,26,10,50,31,731101,3,3,Unknown,7/29/2023,,,0,11,8,0.10885416666666667,1.1458333333333333,,,50_31,458,0.21770833333333334,3.4375,,Misrepresentation
887,58,12,11,550000,55704.13,4,600000,0,0,26,10,0,0,-,3,0,1,8/5/2023,,,0,11,8,0.092840217,0.9166666666666666,,,0_0,0,1.0212423833333333,2.75,,Misrepresentation
888,58,12,2,550000,56818.32,1,480000,0,0,26,10,379,4,800012,3,3,Unknown,7/27/2023,,,0,11,8,0.1183715,1.1458333333333333,,,379_4,312,0.236743,3.4375,,Misrepresentation
889,60,12,9,1100000,104500,4,600000,0,0,26,10,16,29,212218,3,0,1,8/9/2023,,,0,11,8,0.17416666666666666,1.8333333333333333,,,16_29,79,1.5675,5.5,,Misrepresentation
890,57,12,2,1100000,104500,4,960000,0,0,26,10,452,16,480667,3,3,Unknown,9/12/2023,,,0,11,8,0.10885416666666667,1.1458333333333333,,,452_16,395,0.21770833333333334,3.4375,,Misrepresentation
891,52,12,2,1650000,156750,4,600000,0,1,26,10,0,0,-,3,3,Unknown,8/17/2023,,,0,11,8,0.26125,2.75,,,0_0,0,0.5225,8.25,,Misrepresentation
892,43,10,2,550000,53295,0,480000,0,1,26,10,149,29,207302,3,3,Unknown,8/21/2023,,,0,11,8,0.11103125,1.1458333333333333,,,149_29,55,0.2220625,3.4375,,Misrepresentation
893,58,12,9,2200000,209000,4,1180000,0,0,36,10,136,17,425405,3,3,Unknown,9/7/2023,,,0,11,8,0.17711864406779662,1.8644067796610169,,,136_17,41,1.5940677966101695,5.593220339,,Misrepresentation
894,51,11,11,550000,52250,4,840000,0,1,23,10,349,3,781372,3,0,1,8/22/2023,,,0,11,8,0.062202381,0.6547619047619048,,,349_3,279,0.6842261904761905,1.9642857142857144,,Misrepresentation
895,59,10,2,990000,94050,4,600000,0,0,36,10,271,27,505402,3,0,1,9/21/2023,,,0,11,8,0.15675,1.65,,,271_27,192,0.3135,4.949999999999999,,Misrepresentation
896,48,12,11,550000,52250,4,650000,0,1,23,10,381,1,523002,3,0,2,9/14/2023,,,0,11,8,0.080384615,0.8461538461538461,,,381_1,315,0.8842307692307693,2.5384615384615383,,Misrepresentation
897,56,11,11,550000,52250,4,840000,0,0,26,10,19,1,515001,3,0,1,9/15/2023,,,0,11,8,0.062202381,0.6547619047619048,,,19_1,112,0.6842261904761905,1.9642857142857144,,Misrepresentation
898,57,11,11,2200000,217163.06,4,1900272,0,0,36,10,274,27,507115,3,3,Unknown,9/23/2023,,,0,11,8,0.11427998728603063,1.1577289987959618,,,274_27,195,1.2570798601463369,3.473186996387885,,Misrepresentation
899,54,1,11,550000,52250,4,840000,0,1,23,10,227,31,713302,3,0,1,9/13/2023,,,0,11,8,0.062202381,0.6547619047619048,,,227_31,143,0.6842261904761905,1.9642857142857144,,Misrepresentation
900,22,6,2,550000,52250,4,600000,0,1,26,10,379,4,804453,3,0,1,9/19/2023,,,0,11,8,0.087083333,0.9166666666666666,,,379_4,312,0.17416666666666666,2.75,,Misrepresentation
901,58,10,11,550000,52250,4,600000,3,0,36,10,220,25,342007,3,0,1,9/22/2023,,,0,11,8,0.087083333,0.9166666666666666,,,220_25,136,0.9579166666666666,2.75,,Misrepresentation
902,60,12,9,1100000,104500,4,480000,0,0,23,10,15,25,305403,3,0,1,9/26/2023,,,0,11,8,0.21770833333333334,2.2916666666666665,,,15_25,68,1.959375,6.875,,Misrepresentation
903,52,12,0,1100000,104500,4,600000,0,1,26,10,232,25,342303,3,0,1,9/28/2023,,,0,11,8,0.17416666666666666,1.8333333333333333,,,232_25,149,0,5.5,,Misrepresentation
904,59,11,9,550000,52250,4,600000,0,0,26,10,206,27,500059,3,0,1,10/10/2023,,,0,11,8,0.087083333,0.9166666666666666,,,206_27,120,0.78375,2.75,,Misrepresentation
905,58,10,11,550000,52250,4,900000,0,0,26,10,373,25,306102,3,0,6,10/12/2023,,,0,11,8,0.058055555555555555,0.6111111111111112,,,373_25,306,0.6386111111111111,1.8333333333333335,,Misrepresentation
906,53,11,0,550000,52250,4,450000,0,1,23,10,373,25,306023,3,0,6,10/13/2023,,,0,11,8,0.11611111111111111,1.2222222222222223,,,373_25,306,0,3.666666666666667,,Misrepresentation
907,47,11,2,550000,53295,0,300000,0,1,36,10,186,1,522002,3,3,Unknown,10/15/2023,,,0,11,8,0.17765,1.8333333333333333,,,186_1,97,0.3553,5.5,,Misrepresentation
908,53,12,11,550000,52250,4,600000,0,1,23,10,267,7,494665,3,0,1,10/12/2023,,,0,11,8,0.087083333,0.9166666666666666,,,267_7,187,0.9579166666666666,2.75,,Misrepresentation
909,56,12,11,550000,52250,4,1200000,0,0,26,10,68,7,494226,3,0,1,10/26/2023,,,0,11,8,0.043541666666666666,0.4583333333333333,,,68_7,477,0.4789583333333333,1.375,,Misrepresentation
910,48,11,11,825000,78375,4,420000,0,1,23,10,102,25,312615,3,0,1,10/20/2023,,,0,11,8,0.18660714285714286,1.9642857142857142,,,102_25,4,2.0526785714285714,5.892857142857142,,Misrepresentation
911,53,12,11,1100000,104500,4,792000,0,1,26,10,202,13,829125,3,0,1,10/20/2023,,,0,11,8,0.13194444444444445,1.3888888888888888,,,202_13,116,1.4513888888888888,4.166666666666666,,Misrepresentation
912,52,12,11,1100000,104500,4,1080000,0,1,23,10,80,13,829104,3,0,1,10/25/2023,,,0,11,8,0.096759259,1.0185185185185186,,,80_13,491,1.0643518518518518,3.055555555555556,,Misrepresentation
913,60,12,11,1100000,104500,4,600000,0,0,26,10,128,13,814149,3,0,1,10/30/2023,,,0,11,8,0.17416666666666666,1.8333333333333333,,,128_13,32,1.9158333333333333,5.5,,Misrepresentation
914,52,10,10,550000,52250,4,500000,0,1,26,10,496,1,535183,3,3,Unknown,10/30/2023,,,0,11,8,0.1045,1.1,,,496_1,443,1.045,3.3000000000000003,,Misrepresentation
915,49,12,11,550000,52250,4,540000,0,1,26,10,507,11,133103,3,0,1,11/2/2023,,,0,11,8,0.096759259,1.0185185185185186,,,507_11,456,1.0643518518518518,3.055555555555556,,Misrepresentation
916,30,11,11,0,50000,4,348000,0,1,10,10,496,1,535521,2,0,1,2/14/2023,,,3,15,8,0.14367816091954022,0,,,496_1,443,1.5804597701149423,0,,Misrepresentation
917,53,12,11,400000,41800,4,720000,0,1,47,10,62,25,327602,3,0,1,1/30/2023,,,0,11,8,0.058055555555555555,0.5555555555555556,,,62_25,471,0.6386111111111111,1.6666666666666667,,Misrepresentation
918,51,12,10,300000,31977,0,300000,0,1,49,10,278,25,325601,3,0,1,2/2/2023,,,0,11,8,0.10659,1,,,278_25,199,1.0659,3,,Misrepresentation
919,43,12,11,400000,41800,4,540000,0,1,57,10,152,11,125051,3,0,1,2/25/2023,,,0,11,8,0.077407407,0.7407407407407407,,,152_11,59,0.8514814814814815,2.2222222222222223,,Misrepresentation
920,55,11,11,500000,52250,4,540000,0,1,45,10,36,4,848204,3,0,1,5/19/2023,,,0,11,8,0.096759259,0.9259259259259259,,,36_4,302,1.0643518518518518,2.7777777777777777,,Misrepresentation
921,50,0,11,500000,52250,4,900000,1,1,50,10,439,21,770012,3,0,1,7/12/2023,,,0,11,8,0.058055555555555555,0.5555555555555556,,,439_21,379,0.6386111111111111,1.6666666666666667,,Misrepresentation
922,53,12,0,300000,31350,4,528000,0,1,47,10,373,25,306308,3,0,6,10/14/2023,,,0,11,8,0.059375,0.5681818181818182,,,373_25,306,0,1.7045454545454546,,Misrepresentation
923,42,6,10,2500000,12935.79,4,250000,1,0,30,10,365,4,800002,1,3,Unknown,,,,0,11,8,0.05174316,10,,,365_4,297,0.5174316,10,,Misrepresentation
924,51,10,10,180000,15399.74,4,220000,0,1,14,10,328,31,742157,3,3,Unknown,9/22/2020,,,0,11,8,0.069998818,0.8181818181818182,,,328_31,256,0.6999881818181818,2.4545454545454546,,Misrepresentation
925,34,12,0,105000,6272.88,2,216000,0,1,20,10,321,29,250106,3,3,Unknown,10/10/2020,,,0,11,8,0.029041111,0.4861111111111111,,,321_29,249,0,1.4583333333333333,,Misrepresentation
926,54,10,2,100000,12348.48,1,180000,0,1,10,10,17,11,133001,3,3,Unknown,1/4/2021,,,3,0,8,0.068602667,0.5555555555555556,,,17_11,90,0.13720533333333332,1.6666666666666667,,Misrepresentation
927,50,12,11,169000,20081.75,4,300000,0,1,10,10,398,7,496001,3,0,1,2/9/2021,,,0,11,8,0.066939167,0.5633333333333334,,,398_7,333,0.7363308333333333,1.69,,Misrepresentation
928,49,12,11,350000,25770.4,2,250000,0,1,16,10,346,3,782002,3,3,Unknown,8/20/2021,,,0,11,8,0.10308160000000001,1.4,,,346_3,276,1.1338976,4.199999999999999,,Misrepresentation
929,54,12,11,165000,20027.17,4,672000,0,1,10,10,83,3,788003,3,0,1,10/19/2021,,,0,11,8,0.029802336309523808,0.24553571428571427,,,83_3,494,0.3278256994047619,0.7366071428571428,,Misrepresentation
930,52,12,11,122000,14603.9,4,360000,0,1,10,10,88,16,471301,3,0,7,12/7/2021,,,0,11,8,0.040566389,0.3388888888888889,,,88_16,499,0.4462302777777778,1.0166666666666666,,Misrepresentation
931,49,10,11,100000,8186.54,4,640000,0,0,15,10,51,13,829127,3,3,Unknown,9/19/2022,,,0,11,8,0.012791469,0.15625,,,51_13,459,0.140706156,0.46875,,Misrepresentation
